post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
143104563.thinkie-reduce-utilization,2024-04-02T13:01:34.120Z,true,2024-04-02T13:01:34.783Z,2024-04-02T13:01:34.783Z,newsletter,only_paid,Thinkie: Reduce Utilization,,
143044771.tdds-missing-skill-behavioral-composition,2024-03-29T13:22:04.372Z,true,2024-03-29T13:22:04.941Z,2024-03-29T13:22:04.941Z,newsletter,everyone,TDD's Missing Skill: Behavioral Composition,,
142979856.thinkie-grow-then-split,2024-03-26T17:23:35.246Z,true,2024-03-26T17:23:35.707Z,2024-03-26T17:23:35.707Z,newsletter,only_paid,Thinkie: Grow *Then* Split,,
142791879.surprise-factory-coupling-why-software,2024-03-21T13:14:29.971Z,true,2024-03-21T13:14:30.404Z,2024-03-21T13:14:30.404Z,newsletter,only_paid,Surprise Factory--Coupling: Why Software Costs So Damn Much,,
142758371.thinkie-upsidedownside,2024-03-19T14:55:35.422Z,true,2024-03-19T14:55:35.933Z,2024-03-19T14:55:35.933Z,newsletter,only_paid,Thinkie: Upside/Downside,,
142586747.features-and-design-both-essential,2024-03-14T13:27:09.449Z,true,2024-03-14T13:27:09.936Z,2024-03-14T13:27:09.936Z,newsletter,only_paid,Features & Design: Both Essential & Yet Mutually Exclusive,,
142552747.design-is-an-island,2024-03-18T13:10:06.289Z,true,2024-03-18T13:10:07.260Z,2024-03-18T13:10:07.260Z,newsletter,everyone,Design is an Island,,
142550251.the-openclosedopen-principle,2024-03-12T15:51:54.615Z,true,2024-03-12T15:51:55.985Z,2024-03-12T15:51:55.985Z,newsletter,everyone,The Open/Closed/Open Principle,,
142134414.productive-compliments-giving-receiving,2024-02-28T13:05:38.465Z,true,2024-02-28T13:05:39.256Z,2024-02-28T13:05:39.256Z,newsletter,everyone,"Productive Compliments: Giving, Receiving, Connecting",,
141736757.tidy-first-in-one-page,2024-02-16T18:00:53.649Z,true,2024-02-16T18:00:54.352Z,2024-02-16T18:00:54.352Z,newsletter,everyone,Tidy First? in One Page,From the coming executive briefing,
141731645.crazy-idea-tidying-wrasse,2024-02-16T17:33:03.867Z,true,2024-02-16T17:33:05.123Z,2024-02-16T17:33:05.123Z,thread,only_paid,Crazy Idea: Tidying Wrasse,,
141669593.rent-a-kent-for-the-pleasure-of-pattern,2024-02-14T17:13:31.844Z,true,2024-02-14T17:13:32.131Z,2024-02-14T17:13:32.131Z,thread,only_paid,"Rent-a-Kent for ""The Pleasure of Pattern""",,
141605976.the-pleasure-of-pattern,2024-02-14T14:32:28.463Z,true,2024-02-14T14:32:28.905Z,2024-02-14T14:32:28.905Z,newsletter,everyone,The Pleasure of Pattern,,
141527882.rent-a-kent-for-mastering-programming,2024-02-09T16:14:49.435Z,true,2024-02-09T16:14:51.415Z,2024-02-09T16:14:51.415Z,thread,only_paid,Rent-a-Kent for Mastering Programming,,
141467900.thinkie-envelope-calculation,2024-03-12T13:44:07.633Z,true,2024-03-12T13:44:08.182Z,2024-03-12T13:44:08.182Z,newsletter,only_paid,Thinkie: Envelope Calculation,,
141461514.rent-a-kent-for-front-end-vs-back,2024-02-07T14:47:24.284Z,true,2024-02-07T14:47:24.593Z,2024-02-07T14:47:24.593Z,thread,only_paid,Rent-a-Kent for Front-End Vs Back-End Post,,
141446346.features-and-design-a-dance-of-contrasts,2024-03-07T14:05:11.396Z,true,2024-03-07T14:05:12.054Z,2024-03-07T14:05:12.054Z,newsletter,only_paid,Features & Design: A Dance of Contrasts,Chapter 4 of The Surprise Factory,
141446283.money-shapes-design-the-economic,2024-02-29T14:02:12.252Z,true,2024-02-29T14:02:12.725Z,2024-02-29T14:02:13.329Z,newsletter,only_paid,Money Shapes Design: The Economic Drivers of Software Development,,
141446084.the-3x-model-the-sensible-path-to,2024-02-22T14:58:14.214Z,true,2024-02-22T14:58:14.448Z,2024-02-22T14:58:14.448Z,newsletter,only_paid,The 3X Model - The Sensible Path to Chaos The Genesis of the 3X Model,,
141445877.the-tale-of-two-teams,2024-02-19T14:47:05.224Z,true,2024-02-19T14:47:05.631Z,2024-02-19T14:47:05.631Z,newsletter,everyone,The Tale of Two Teams,First chapter of an executive briefing on Tidy First?,
141404520.front-end-versus-back-end,2024-02-07T14:25:01.177Z,true,2024-02-07T14:25:01.701Z,2024-02-07T14:25:01.701Z,newsletter,everyone,Front-end Versus Back-end,"Or, Sisyphus Writes Java Script",
141377046.mastering-programming,2024-02-09T14:42:32.204Z,true,2024-02-09T14:42:32.867Z,2024-02-09T14:42:32.867Z,newsletter,everyone,Mastering Programming,,
141206634.shift-left-and-right,2024-03-05T14:16:14.104Z,true,2024-03-05T14:16:14.558Z,2024-03-05T14:16:14.558Z,newsletter,only_paid,Shift Left & Right,,
141198781.dissecting-a-case-of-imposter-syndrome,2024-02-02T14:00:34.360Z,true,2024-02-02T14:00:34.800Z,2024-02-02T14:00:34.800Z,newsletter,everyone,Dissecting a Case of Imposter Syndrome,,
141019880.thinkie-workwait-ratio,2024-02-27T14:50:11.142Z,true,2024-02-27T14:50:12.149Z,2024-02-27T14:50:12.149Z,newsletter,only_paid,Thinkie: Work/Wait Ratio,,
141019120.thinkie-separate-observation-from,2024-02-20T14:37:11.302Z,true,2024-02-20T14:37:11.952Z,2024-02-20T14:37:11.952Z,newsletter,only_paid,Thinkie: Separate Observation From Judgement,,
141008647.thinkie-special-cause-versus-common,2024-02-13T14:27:08.376Z,true,2024-02-13T14:27:08.908Z,2024-02-13T14:27:08.908Z,newsletter,only_paid,Thinkie: Special-Cause Versus Common-Cause Variation,,
140997837.chatgpts-second-derivative,2024-01-24T15:11:17.413Z,true,2024-01-24T15:11:17.891Z,2024-01-24T15:11:17.891Z,newsletter,only_paid,ChatGPT's Second Derivative,,
140938575.exploring-ai,2024-01-25T14:16:33.188Z,true,2024-01-25T14:16:33.402Z,2024-01-25T14:16:33.402Z,newsletter,everyone,Exploring AI,The structure of technological revolutions,
140937978.it-didnt-happen-its-not-that-bad,2024-01-29T14:38:59.276Z,true,2024-01-29T14:39:00.049Z,2024-01-29T14:39:00.049Z,newsletter,only_paid,"It Didn't Happen, It's Not That Bad, It's Your Fault Anyway",Spotting sketchy people quickly,
140896140.thinkie-rate-limiting-resource,2024-02-06T14:01:46.759Z,true,2024-02-06T14:01:47.237Z,2024-02-06T14:01:47.237Z,newsletter,only_paid,Thinkie: Rate-Limiting Resource,,
140895659.thinkie-measure-what-matters,2024-01-30T14:35:56.943Z,true,2024-01-30T14:35:57.395Z,2024-01-30T14:35:57.395Z,newsletter,only_paid,Thinkie: Measure What Matters,,
140895491.thinkie-measure-sooner,2024-01-23T14:22:29.483Z,true,2024-01-23T14:22:29.704Z,2024-01-23T14:22:29.704Z,newsletter,only_paid,Thinkie: Measure Sooner,,
140839491.your-outcomes-from-tidy-first,2024-01-19T14:49:36.085Z,true,2024-01-19T14:49:36.751Z,2024-01-19T14:49:36.751Z,thread,only_paid,Your Outcomes From Tidy First?,,
140815045.inserting-logic-improving-my-problematic,2024-01-22T14:39:13.047Z,true,2024-01-22T14:39:13.254Z,2024-01-22T14:39:13.254Z,newsletter,only_paid,Inserting Logic: Improving My Problematic Behavior Starting at the Roots,,
140780620.history-of-this-newsletter-in-one,2024-01-18T14:53:19.901Z,true,2024-01-18T14:53:21.448Z,2024-01-18T14:53:21.448Z,newsletter,everyone,History of This Newsletter In One Chart,With a system design lesson at the end,
140739480.my-sustainable-newsletter,2024-01-17T14:32:11.563Z,true,2024-01-17T14:32:12.385Z,2024-01-17T14:32:12.385Z,newsletter,only_paid,My Sustainable Newsletter ,"3 Paradigms, With Graphs",
140702725.free-idea-analyze-test-runs,2024-01-15T15:29:45.472Z,true,2024-01-15T15:29:46.369Z,2024-01-15T15:29:46.369Z,newsletter,only_paid,Free Idea: Analyze Test Runs,,
140619687.i-learn-a-surprising-lesson-about,2024-01-13T15:01:19.393Z,true,2024-01-13T15:01:19.864Z,2024-01-13T15:01:19.864Z,newsletter,everyone,I Learn a Surprising Lesson About Human Motivation,Last Chance for $70/Year Pricing,
140597315.a-new-literature,2024-01-11T22:02:02.074Z,true,2024-01-11T22:02:02.689Z,2024-01-11T22:02:02.689Z,newsletter,everyone,A New Literature,Initial Impressions,
140589348.debut-of-rent-a-kent,2024-01-11T18:56:11.203Z,true,2024-01-11T18:56:12.135Z,2024-01-11T18:56:12.135Z,newsletter,only_paid,Debut of Rent-a-Kent,Please Give It A Try,
140585956.thinkie-measure-later,2024-01-16T14:24:10.108Z,true,2024-01-16T14:24:10.495Z,2024-01-16T14:24:10.495Z,newsletter,only_paid,Thinkie: Measure Later,,
140533956.productivity-measurement-as-a-tradeoff,2024-01-11T15:06:43.066Z,true,2024-01-11T15:06:43.569Z,2024-01-11T15:06:43.569Z,newsletter,everyone,Productivity Measurement as a Tradeoff,,
140519686.january-founders-call,2024-01-09T16:56:52.149Z,true,2024-01-09T16:56:52.523Z,2024-01-09T16:56:52.523Z,newsletter,founding,January Founder's Call,"Thursday, 11 Jan 2024 at 0830 Pacific time",
140493896.gathering-twigs-for-my-nest,2024-01-11T14:24:20.837Z,true,2024-01-11T14:24:21.357Z,2024-01-11T14:24:21.357Z,newsletter,only_paid,Gathering Twigs for My Nest,MRR up 33% in a week! Just from announcing higher prices!,
140484650.thinkie-match-the-pipes,2024-01-09T14:32:36.466Z,true,2024-01-09T14:32:36.883Z,2024-01-09T14:32:36.883Z,newsletter,only_paid,Thinkie: Match the Pipes,,
140357886.niklaus-wirth-1934-2024,2024-01-04T18:41:16.732Z,true,2024-01-04T18:41:17.029Z,2024-01-04T18:41:17.029Z,newsletter,everyone,Niklaus Wirth: 1934-2024,Geek For Life,
140324426.professional-pricing,2024-01-03T18:03:59.880Z,true,2024-01-03T18:04:01.187Z,2024-01-03T18:04:01.187Z,newsletter,everyone,Professional Pricing,,
140324292.request-for-examples-pass-through,2024-01-04T14:43:11.642Z,true,2024-01-04T14:43:12.021Z,2024-01-04T14:43:12.021Z,thread,everyone,Request for Examples: Pass-Through Interface,,
140291337.tradeoff-booklet-example-potpourri,2024-01-17T14:33:18.261Z,true,2024-01-17T14:33:18.766Z,2024-01-17T14:33:18.766Z,newsletter,only_paid,Tradeoff Booklet: Example Potpourri,,
140276887.thinkie-trust-the-market,2024-01-02T14:17:26.782Z,true,2024-01-02T14:17:27.224Z,2024-01-02T14:17:27.224Z,newsletter,only_paid,Thinkie: Trust the Market,,
139985664.maybe-accumulating-employees-is-a,2023-12-22T14:35:43.329Z,true,2023-12-22T14:35:43.761Z,2023-12-22T14:35:43.761Z,newsletter,everyone,Maybe Accumulating Employees is a Core Competency,,
139962701.thinkie-1-10-100,2023-12-26T16:53:04.950Z,true,2023-12-26T16:53:05.589Z,2023-12-26T16:53:05.589Z,newsletter,only_paid,"Thinkie: 1, 10, 100",,
139934737.the-book-is-now-the-vinyl-of-the,2024-01-04T15:02:11.163Z,true,2024-01-04T15:02:11.533Z,2024-01-04T15:02:11.533Z,newsletter,only_paid,The Book is Now the Vinyl of the Intellectual Life,Visionary idea incoming...,
139894393.the-surprise-factory,2023-12-19T14:41:48.157Z,true,2023-12-19T14:41:48.683Z,2023-12-19T14:41:48.683Z,newsletter,only_paid,The Surprise Factory,Why executives should care about Tidy First?,
139784081.not-my-money-any-more-lessons-from,2023-12-15T14:41:21.761Z,true,2023-12-15T14:41:22.663Z,2023-12-15T14:41:22.663Z,newsletter,everyone,Not My Money Any More: Lessons from Poker 4,,
139763368.tradeoff-booklet-tradeoff-decisions,2023-12-18T14:48:37.439Z,true,2023-12-18T14:48:37.849Z,2023-12-18T14:48:37.849Z,newsletter,only_paid,Tradeoff Booklet: Tradeoff Decisions,,
139618637.recommending-kent-beck-2011,2023-12-08T16:22:10.821Z,true,2023-12-08T16:22:11.266Z,2023-12-08T16:22:11.266Z,newsletter,everyone,Recommending Kent Beck: 2011,,
139618164.december-founders-call,2023-12-08T16:00:55.423Z,true,2023-12-08T16:00:55.790Z,2023-12-08T16:00:55.790Z,newsletter,founding,December Founders' Call,"9AM PST Monday, 11 December",
139601698.canon-tdd,2023-12-11T14:53:10.922Z,true,2023-12-11T14:53:11.287Z,2023-12-11T14:53:11.287Z,newsletter,everyone,Canon TDD,,
139517594.tdd-isnt-design,2023-12-07T14:40:21.551Z,true,2023-12-07T14:40:21.831Z,2023-12-07T14:40:21.831Z,newsletter,everyone,TDD Isn't Design,It's Design Feedback,
139431570.goldilocks-and-the-3-tradeoffs,2023-12-11T10:37:47.304Z,true,2023-12-11T10:37:47.649Z,2023-12-11T10:37:47.649Z,newsletter,only_paid,Goldilocks & The 3 Tradeoffs,,
139310148.tdd-is-kanban-for-code,2023-12-01T11:29:24.027Z,true,2023-12-01T11:29:24.426Z,2023-12-01T11:29:24.426Z,newsletter,everyone,TDD is Kanban for Code,,
139299543.thinkie-mcdonalds,2023-12-19T14:58:42.021Z,true,2023-12-19T14:58:42.449Z,2023-12-19T14:58:42.449Z,newsletter,only_paid,Thinkie: McDonald's,A deliberately bad decision,
139170325.just-ship-baby,2023-11-27T12:53:41.866Z,true,2023-11-27T12:53:42.250Z,2023-11-27T12:53:42.250Z,newsletter,everyone,"Just Ship, Baby",,
139084492.tradeoff-booklet-outline,2023-12-04T14:41:35.415Z,true,2023-12-04T14:41:36.444Z,2023-12-04T14:41:36.444Z,newsletter,only_paid,Tradeoff Booklet: Outline,,
139079196.tradeoff-booklet-1-roots,2023-11-27T14:11:16.216Z,true,2023-11-27T14:11:16.479Z,2023-11-27T14:11:16.479Z,newsletter,only_paid,Tradeoff Booklet 1: Roots,,
139078836.tradeoff-booklet,2023-11-22T16:54:05.961Z,true,2023-11-22T16:54:06.269Z,2023-11-22T16:54:06.269Z,newsletter,only_paid,Tradeoff Booklet,,
139032040.thinkie-parallel-decision,2023-12-12T14:56:27.820Z,true,2023-12-12T14:56:28.372Z,2023-12-12T14:56:28.372Z,newsletter,only_paid,Thinkie: Parallel Decision,,
139031914.thinkie-defer-decision,2023-12-05T14:46:27.798Z,true,2023-12-05T14:46:28.178Z,2023-12-05T14:46:28.178Z,newsletter,only_paid,Thinkie: Defer Decision,,
139031770.thinkie-force-decision,2023-11-28T14:40:33.261Z,true,2023-11-28T14:40:33.646Z,2023-11-28T14:40:33.646Z,newsletter,only_paid,Thinkie: Force Decision,It may be time,
139031411.thinkie-end-to-end,2023-11-21T14:31:10.480Z,true,2023-11-21T14:31:10.906Z,2023-11-21T14:31:10.906Z,newsletter,only_paid,Thinkie: End To End,It's further than you think,
138930950.taming-complexity-with-reversibility,2023-11-17T14:19:38.759Z,true,2023-11-17T14:19:39.152Z,2023-11-17T14:19:39.152Z,newsletter,everyone,Taming Complexity with Reversibility,,
138890592.expanding-myself-to-nothing,2023-12-04T11:59:18.503Z,true,2023-12-04T11:59:18.701Z,2023-12-04T11:59:18.701Z,newsletter,everyone,Expanding Myself to Nothing,On To Sustainability!,
138867324.business-evolution,2023-11-15T15:44:41.516Z,true,2023-11-15T15:44:42.379Z,2023-11-15T15:44:42.379Z,newsletter,only_paid,Business Evolution,This Substack as a startup,
138866651.tdd-outcomes,2023-11-15T14:30:39.813Z,true,2023-11-15T14:30:40.610Z,2023-11-15T14:30:40.610Z,newsletter,everyone,TDD Outcomes,The Good & The Bad,
138844012.bread-or-wheat,,false,,,newsletter,only_paid,,,
138784588.thinkie-compared-to-what,2023-11-14T15:18:35.323Z,true,2023-11-14T15:18:35.710Z,2023-11-14T15:18:35.710Z,newsletter,only_paid,Thinkie: Compared to What?,CTW?,
138696472.pulling-practice-not-pushing,2023-11-08T14:20:12.037Z,true,2023-11-08T14:20:12.654Z,2023-11-08T14:20:12.654Z,newsletter,everyone,"Pulling Practice, Not Pushing",,
138639604.idea-codefeed,2023-11-09T15:15:18.705Z,true,2023-11-09T15:15:19.467Z,2023-11-09T15:15:19.467Z,newsletter,everyone,Idea: CodeFeed,Non-blocking code review,
138562393.testing-structure-changes,2023-11-06T14:53:50.296Z,true,2023-11-06T14:53:50.627Z,2023-11-06T14:53:50.627Z,newsletter,everyone,"""Testing"" Structure Changes",,
138553792.idea-layoutfeed,2023-11-03T19:21:21.902Z,true,2023-11-03T19:21:22.393Z,2023-11-03T19:21:22.393Z,newsletter,everyone,Idea: LayoutFeed,My phone knows I'm not wearing my glasses. Why doesn't it care?,
138520219.kent-beck-business-2,,false,,,newsletter,only_paid,,,
138497460.tdd-prerequisites,2023-11-02T13:48:38.280Z,true,2023-11-02T13:48:38.515Z,2023-11-02T13:48:38.515Z,newsletter,everyone,TDD Prerequisites,,
138344373.founder-call-details,2023-10-27T18:30:10.446Z,true,2023-10-27T18:30:10.811Z,2023-10-27T18:30:10.811Z,newsletter,founding,Founder call details ,"Oct 30, 2023",
138262656.private-estimates-public-progress,2023-10-25T15:25:16.952Z,true,2023-10-25T15:25:17.596Z,2023-10-25T15:25:17.596Z,newsletter,everyone,"Private Estimates, Public Progress",,
138254331.thinkie-tradeoff-curves,,false,,,newsletter,only_paid,,,
138253114.thinkie-tradeoff,2023-11-07T14:10:23.341Z,true,2023-11-07T14:10:23.948Z,2023-11-07T14:10:23.948Z,newsletter,only_paid,Thinkie: Tradeoff,,
138248959.founder-call-book-launch-party,2023-10-24T14:20:35.489Z,true,2023-10-24T14:20:35.998Z,2023-10-24T14:20:35.998Z,newsletter,founding,Founder Call: Book Launch Party!,"October 30, 2023, morning Pacific Time",
138223082.idea-portfolio,2023-10-24T13:35:57.950Z,true,2023-10-24T13:35:58.931Z,2023-10-24T13:35:58.931Z,newsletter,everyone,Idea Portfolio,,
138061968.to-design-or-not-to-design,2023-10-18T13:28:59.086Z,true,2023-10-18T13:28:59.317Z,2023-10-18T13:28:59.317Z,newsletter,everyone,To Design or Not To Design?,A Third Good Question,
137923224.why-software-design-matters,2023-10-13T14:44:31.877Z,true,2023-10-13T14:44:32.344Z,2023-10-13T14:44:32.344Z,newsletter,everyone,Why Software Design Matters,You Get Better at Design. What Happens Next?,
137816073.first-one-then-many,2023-10-09T18:52:08.073Z,true,2023-10-09T18:52:08.469Z,2023-10-09T18:52:08.469Z,newsletter,everyone,"First One, Then Many",,
137692832.the-criming-moment,,false,,,newsletter,everyone,,,
137607969.book-2-topics,2023-10-03T13:39:10.508Z,true,2023-10-03T13:39:11.022Z,2023-10-03T13:39:11.022Z,thread,everyone,Book 2 Topics?,,
137482674.coding-in-the-debugger,2023-09-28T14:09:50.387Z,true,2023-09-28T14:09:50.783Z,2023-09-28T14:09:50.783Z,newsletter,everyone,Coding in the Debugger,In-situ Programming,
137279328.helping-geeks-feel-safe-in-the-world,2023-09-22T13:38:13.444Z,true,2023-09-22T13:38:13.769Z,2023-09-22T13:38:13.769Z,newsletter,everyone,Helping Geeks Feel Safe in the World,,
137269001.half-in-half,2023-10-31T13:38:15.016Z,true,2023-10-31T13:38:15.459Z,2023-10-31T13:38:15.459Z,newsletter,only_paid,Half in Half,,
137258073.timing,2023-09-25T13:02:04.961Z,true,2023-09-25T13:02:05.388Z,2023-09-25T13:02:05.388Z,newsletter,everyone,Timing,The Unseen Variable In Software Design,
137188490.dont-cross-the-beams,2023-09-19T16:05:10.365Z,true,2023-09-19T16:05:10.981Z,2023-09-19T16:05:10.981Z,newsletter,everyone,Don’t Cross the Beams,Avoid Interference Between Horizontal and Vertical Refactorings,
137040037.customers-voice,2023-10-24T13:00:51.190Z,true,2023-10-24T13:00:51.551Z,2023-10-24T13:00:51.551Z,newsletter,only_paid,Customer's Voice,,
137006319.september-2023-founders-call,2023-09-13T14:06:48.004Z,true,2023-09-13T14:06:48.515Z,2023-09-13T14:06:48.515Z,newsletter,founding,September 2023 Founders Call,,
136978310.dimensions-of-power,2023-09-12T15:58:05.656Z,true,2023-09-12T15:58:06.262Z,2023-09-12T15:58:06.262Z,newsletter,everyone,Dimensions of Power,,
136518737.incentives-the-hits,2023-09-07T13:00:28.866Z,true,2023-09-07T13:00:29.246Z,2023-09-07T13:00:29.246Z,newsletter,everyone,Incentives: The Hits,,
136518166.founders-call,2023-08-29T13:08:06.626Z,true,2023-08-29T13:08:07.306Z,2023-08-29T13:08:07.306Z,newsletter,founding,Founders' Call,"September 13, 0800 PDT",
136503529.measuring-developer-productivity-440,2023-08-31T16:00:27.289Z,true,2023-08-31T16:00:27.790Z,2023-08-31T16:00:27.790Z,newsletter,everyone,Measuring developer productivity? A response to McKinsey 2,,
136502921.measuring-developer-productivity,2023-08-29T15:39:22.812Z,true,2023-08-29T15:39:23.400Z,2023-08-29T15:39:23.400Z,newsletter,everyone,Measuring developer productivity? A response to McKinsey,Part 1 of 2,
136490332.effortoutputoutcomeimpact-take-2,2023-08-28T15:51:51.392Z,true,2023-08-28T15:51:51.892Z,2023-08-28T15:51:51.892Z,video,everyone,"Effort/Output/Outcome/Impact, Take 2",,
136461031.ideas-ive-contributed-to-in-software,2023-09-06T13:12:05.847Z,true,2023-09-06T13:12:06.414Z,2023-09-06T13:12:06.414Z,newsletter,everyone,A Career Accounting,Ideas I've contributed to & how they relate,
136350694.kent-beck-business,2023-08-30T13:00:27.104Z,true,2023-08-30T13:00:27.309Z,2023-08-30T13:00:27.309Z,newsletter,everyone,Kent Beck: Business,Finally...,
136344889.the-geek-incentives-manifesto,2021-02-13T15:42:40.000Z,true,,,newsletter,everyone,The Geek Incentives Manifesto,,
136344888.its-not-programming,2021-02-16T01:24:51.000Z,true,,,newsletter,everyone,It's Not Programming,,
136344887.follow-the-incentives-waze-edition,2021-02-22T16:30:56.000Z,true,,,newsletter,everyone,"Follow the Incentives, Waze Edition",,
136344886.geek-incentives-clubhouse-debut-with,2021-02-17T19:22:16.000Z,true,,,newsletter,everyone,Geek Incentives Clubhouse Debut with Keith Adams,,
136344885.mysteries-of-geek-incentives,2021-02-16T17:12:25.000Z,true,,,newsletter,everyone,Mysteries of Geek Incentives,,
136344884.incentives-money,2021-02-18T21:30:01.000Z,true,,,newsletter,everyone,Incentives >>> Money,,
136344883.patterns-of-performance-review-and,2021-02-24T16:01:56.000Z,true,,,newsletter,everyone,Patterns of Performance Review & Compensation,,
136344881.collaboration-incentives,2021-03-02T23:28:30.000Z,true,,,newsletter,everyone,Collaboration Incentives,,
136344880.jocelyn-goldfein-hits-the-house,2021-03-04T23:44:33.000Z,true,,,newsletter,everyone,Jocelyn Goldfein Hits the House,,
136344879.waze-founders-comments-space-of-all,2021-02-25T17:10:54.000Z,true,,,newsletter,everyone,"Waze Founder's Comments, Space of All Incentive Systems",,
136344878.geek-incentives-manifesto-expanded,2021-03-11T16:41:39.000Z,true,,,newsletter,everyone,Geek Incentives Manifesto Expanded,,
136344877.authority-responsibility-blame-accountability,2021-03-23T01:13:41.000Z,true,,,newsletter,everyone,"Authority, Responsibility, Blame, Accountability",,
136344876.incentives-change-marginal-behavior,2021-07-26T21:27:24.000Z,true,,,newsletter,everyone,Incentives Change Marginal Behavior,,
136344875.ratings-as-incentives,2021-10-28T14:52:02.000Z,true,,,newsletter,everyone,Ratings as Incentives,,
136344874.no-compensation-ratings,2021-11-05T14:41:49.000Z,true,,,newsletter,everyone,No-compensation Ratings,,
136344873.accountability-in-software-development,2021-12-03T15:40:23.000Z,true,,,newsletter,everyone,Accountability in Software Development,,
136344872.fixed-equity-grants-become-toxic,2021-12-10T15:15:07.000Z,true,,,newsletter,everyone,Fixed Equity Grants Become Toxic,,
136344871.underpaid-programmers,2022-12-06T23:24:53.000Z,true,,,newsletter,everyone,Underpaid Programmers,,
136344870.performance-review-incentives,2022-12-15T00:05:17.000Z,true,,,newsletter,everyone,Performance Review Incentives,,
136344869.perverse-incentives-of-retrospective,2022-02-25T21:50:38.000Z,true,,,newsletter,everyone,Perverse Incentives of Retrospective Promotions,,
136344868.obligation-incentive-to-write,2022-02-01T18:26:21.000Z,true,,,newsletter,everyone,Obligation: Incentive to Write,,
136344867.earning-to-write-not-writing-to-earn,2022-05-17T16:57:19.000Z,true,,,newsletter,everyone,"Earning to Write, not Writing to Earn",,
136344866.geographic-compensation-will-lose,2022-08-10T20:55:49.000Z,true,,,newsletter,everyone,Geographic Compensation Will Lose,,
136344865.team-matching-creates-incentives,2022-12-19T17:58:46.000Z,true,,,newsletter,everyone,Team Matching Creates Incentives,,
136344864.sooner-versus-longer,2022-07-15T17:54:48.000Z,true,,,newsletter,everyone,Sooner Versus Longer,,
136344863.sign-up-versus-assignment,2023-01-05T20:52:36.000Z,true,,,newsletter,everyone,Sign-up Versus Assignment,,
136344862.the-pie-problem,2022-12-20T16:44:31.000Z,true,,,newsletter,everyone,The Pie Problem,,
136319388.ergodic-development,2023-08-25T13:54:03.037Z,true,2023-08-25T13:54:03.704Z,2023-08-25T13:54:03.704Z,newsletter,everyone,Ergodic Development,"Stayin' Alive, Stayin' Alive 🎶",
136319116.dependency-merging,2023-10-17T13:52:16.774Z,true,2023-10-17T13:52:17.310Z,2023-10-17T13:52:17.310Z,newsletter,only_paid,Dependency Merging,,
136279147.design-intuition,2023-08-22T13:25:46.146Z,true,2023-08-22T13:25:46.563Z,2023-08-22T13:25:46.563Z,newsletter,everyone,Design Intuition,,
136167575.break-dependency,2023-10-10T13:02:38.317Z,true,2023-10-10T13:02:38.694Z,2023-10-10T13:02:38.694Z,newsletter,only_paid,Break Dependency,,
136064354.book-editing,2023-08-15T13:19:09.590Z,true,2023-08-15T13:19:10.066Z,2023-08-15T13:19:10.066Z,newsletter,everyone,Book Editing,"I Hate It, Plus a request & a question",
135894877.publish-everything-pretty-much,2023-08-10T14:14:05.410Z,true,2023-08-10T14:14:06.656Z,2023-08-10T14:14:06.656Z,newsletter,everyone,Publish Everything (Pretty Much),,
135832488.project-buffer-first,2023-10-03T13:48:21.876Z,true,2023-10-03T13:48:22.325Z,2023-10-03T13:48:22.325Z,newsletter,only_paid,Project Buffer First,,
135813559.abundance,2023-09-26T13:47:10.522Z,true,2023-09-26T13:47:10.817Z,2023-09-26T13:47:10.817Z,newsletter,only_paid,Abundance,,
135800625.personal-feedback,2023-09-19T13:46:10.448Z,true,2023-09-19T13:46:10.829Z,2023-09-19T13:46:10.829Z,newsletter,only_paid,Personal Feedback,,
135748477.direct-feedback,2023-09-13T01:15:14.382Z,true,2023-09-13T01:15:14.702Z,2023-09-13T01:15:14.702Z,newsletter,only_paid,Direct Feedback,,
135747398.serialize,2023-09-06T01:04:09.635Z,true,2023-09-06T01:04:10.219Z,2023-09-06T01:04:10.219Z,newsletter,only_paid,Serialize,,
135746659.obviously,2023-08-29T13:54:00.282Z,true,2023-08-29T13:54:01.438Z,2023-08-29T13:54:01.438Z,newsletter,only_paid,"""Obviously...""",,
135746371.reverse-phrase,2023-08-22T13:43:05.736Z,true,2023-08-22T13:43:06.088Z,2023-08-22T13:43:06.088Z,newsletter,only_paid,Reverse Phrase,,
135746096.laughter,2023-08-15T13:27:01.248Z,true,2023-08-15T13:27:02.479Z,2023-08-15T13:27:02.479Z,newsletter,only_paid,Laughter,,
135745710.cantbecause,2023-08-08T13:13:04.651Z,true,2023-08-08T13:13:04.964Z,2023-08-08T13:13:04.964Z,newsletter,only_paid,Can't/Because,,
135742079.idea-to-impact,2023-08-07T13:20:09.593Z,true,2023-08-07T13:20:10.727Z,2023-08-07T13:20:10.727Z,newsletter,everyone,Idea To Impact,Published July 2015,
135741633.thinkies-introduction,2023-08-05T17:52:16.181Z,true,2023-08-05T17:52:16.844Z,2023-08-05T17:52:16.844Z,newsletter,everyone,Thinkies: Introduction,Habits for creativity,
135690727.eventual-business-consistency,2023-08-04T13:49:59.110Z,true,2023-08-04T13:49:59.452Z,2023-08-04T13:49:59.452Z,newsletter,everyone,Eventual Business Consistency,Executive Summary of Bi-temporality,
